title,year,department,award,film,img_link,film_link,Original title,Directed by,Country,Year of production,Running time,Category,Techniques used,Version,Process,Target public,Production,Distribution,Artistic direction,Script,Graphics,Storyboard,Layout,Animation,Compositing,Music,Sound,Editing,Overview,Voice,Sets,Camera,Other credits,Based on
Awards,1977,Short films,"International Critics' Award
",Rondino,https://www.annecy.org/resources/images/t/770128.jpg,https://www.annecy.org/about/archives/1977/award-winners/film-index:film-770128,Rondino,Csaba SZORADY,Hungary,1977,02 min,Short film,drawing on paper,Sans dialogue ni commentaire,Colour,All audiences,PANNONIA FILM STUDIO,HUNGARO FILM,,,,,,,,,,,"Two hooded characters torture a skinny character. When they remove their hoods, all becomes clear...",,,Zoltan Bacso,,
Awards,1977,Short films,"International Critics' Award
",The Metamorphosis of Mr Samsa,https://www.annecy.org/resources/images/t/770222.jpg,https://www.annecy.org/about/archives/1977/award-winners/film-index:film-770222,The Metamorphosis of Mr Samsa,Caroline LEAF,USA,1977,09 min 05 s,,powder animation,,Colour,,ONF - OFFICE NATIONAL DU FILM DU CANADA,,Caroline Leaf,,,,,Caroline Leaf,,Normand Roger,Michel Descombes,,Mr Samsa wakes up and discovers that he has turned into a beetle. He finds out what it is like to be a recluse and rejected by those with whom he shared his life.,,,,,"""La Métamorphose"", Franz Kafka"
Awards,1977,Short films,"Grand Prix (ex æquo)
",The Sand Castle,https://www.annecy.org/resources/images/t/770067.jpg,https://www.annecy.org/about/archives/1977/award-winners/film-index:film-770067,The Sand Castle,Co HOEDEMAN,Canada,1977,13 min 10 s,,"puppets, animated objects",,Colour,,"ONF - OFFICE NATIONAL DU FILM DU CANADA, Gaston SARAULT",LES FILMS DU PARADOXE,Co Hoedeman,Co Hoedeman,,,,Co Hoedeman,,Normand Roger,,Jacques Drouin,The little sand man builds a sand castle to protect himself from the wind. But the wind thwarts his plans.,,,,,
Awards,1977,Animated sequences,"Advertising film Award
",Showtime Campaign,https://www.annecy.org/resources/images/t/default.png,https://www.annecy.org/about/archives/1977/award-winners/film-index:film-770232,Showtime Campaign,"Mark HOWARD, George MCGINNIS",USA,1976,02 min 20 s,,drawing on cels,,Colour,,"Mark HOWARD, George MCGINNIS",,,,,,,,,,,,"Openings and various graphic segments made for ""Showtime"".",,,,,
Awards,1975,Short films,"Special Jury Award
",Café bar,https://www.annecy.org/resources/images/t/750082.jpg,https://www.annecy.org/about/archives/1975/award-winners/film-index:film-750082,Café bar,Alison DE VERE,United Kingdom,1974,05 min 20 s,Short film,drawing on cels,Sans dialogue ni commentaire,Colour,All audiences,,,,Alison de Vere,,,,Alison de Vere,,,,,"Conversation over a drink showing a subject that affects the 70s: the war between the sexes. The problems between men and women are treated in a comical way, nonetheless highlighting the dangerous side of this conflict.",,,,,
Awards,1975,Short films,"Critics' Award
",Closed Mondays,https://www.annecy.org/resources/images/t/750041.jpg,https://www.annecy.org/about/archives/1975/award-winners/film-index:film-750041,Closed Mondays,Will VINTON,USA,1974,08 min,,clay,,Colour,,"VINTON STUDIOS, Will VINTON",,,"Will Vinton, Bob Gardiner",,,,,,Bill Scream,Will Vinton,Will Vinton,"Walking into a museum one night, a tramp witnesses strange things. Between a dream and reality, would there be but one step?","Todd Oleson, Holly Johnson",,Will Vinton,,
Awards,1975,Short films,"Children's film Award
","Kasparek, honza a drak",https://www.annecy.org/resources/images/t/750120.jpg,https://www.annecy.org/about/archives/1975/award-winners/film-index:film-750120,"Kasparek, honza a drak",Josef SRAMEK,Czech Republic,1974,08 min 45 s,Short film,cut-outs,Version originale tchèque sous-titrée français,Colour,"2-5 years, 6-8 years, 9-11 years",CZECH TV,,,Pavel Teisinger,,,,Josef Palecek,,Jaroslav Krcek,,,"One morning, an enormous egg is found in the fountain of a small village. Punch and Jack are just passing by...",,,Josef Safar,,
Awards,1975,Short films,"Award for a first film
",L'empreinte,https://www.annecy.org/resources/images/t/750065.jpg,https://www.annecy.org/about/archives/1975/award-winners/film-index:film-750065,L'empreinte,Jacques CARDON,France,1974,07 min 25 s,,drawing on cels,,Colour,,Marie-José CORAJOUD,L'AGENCE DU COURT MÉTRAGE,,Jacques Cardon,Jacques Cardon,,,"Henri Lacam, Jacques Cardon, Geneviève Helbig",,Henri Gruel,Henri Gruel,,"A commonplace story of a child like any other, but who is wearing a strange prothesis strapped around its forehead and chest. One day it is finally freed of the apparatus to open the door to its adult life...",,,Roger Hrange,,
Awards,1975,Short films,"Grand Prix
",Le Pas,https://www.annecy.org/resources/images/t/750071_1.jpg,https://www.annecy.org/about/archives/1975/award-winners/film-index:film-750071,Le Pas,Piotr KAMLER,France,1974,07 min 15 s,Short film,drawing on cels,Sans dialogue ni commentaire,Colour,All audiences,,AAA PRODUCTION - ANIMATION ART GRAPHIQUE AUDIOVISUEL,,Piotr Kamler,,,,Piotr Kamler,,Bernard Parmeggiani,,,Poetic stripping of a geometric variable.,,,,,
Awards,1975,Short films,"Special Jury Award
",Tsaplia i jouravl',https://www.annecy.org/resources/images/t/750124.jpg,https://www.annecy.org/about/archives/1975/award-winners/film-index:film-750124,Tsaplia i jouravl',Youri NORSTEIN,Russia,1974,10 min,,"cut-outs , drawing on cels",,Colour,,SMF STUDIO (SOYUZMULTFILM),ARKEION FILMS,Iouri Norstein,"Iouri Norstein, Roman Katchanov",Francesca Iarboussova,,,Iouri Norstein,,Mikhaïl Meierovitch,Boris Filtchikov,Nadejda Trechtchiova,The heron wants to marry the stork. The stork is willing. But each one refuses the advances of the other. Their banter continues in stalemate against a backdrop of ruins overrun by vegetation.,Inokenti Smoktounovski,Francesca Iarboussova,Alexandre Joukovski,,Conte populaire russe
Awards,1973,Short films,"Special Jury Award
",Cœur de secours,https://www.annecy.org/resources/images/t/730062.jpg,https://www.annecy.org/about/archives/1973/award-winners/film-index:film-730062,Cœur de secours,Piotr KAMLER,France,1973,09 min,,cut-outs,,Colour,,,AAA PRODUCTION - ANIMATION ART GRAPHIQUE AUDIOVISUEL,,Piotr Kamler,,,,Piotr Kamler,,François Bayle,,,"This fantastic, poetic, enigmatic and bracing fable tells you that it is always the walker that holds the tightrope wires and that it is no use running with a single heart since two are enough to stop time.",,,,,
Awards,1973,Short films,"Award for a first film
",Ego,https://www.annecy.org/resources/images/t/730058.jpg,https://www.annecy.org/about/archives/1973/award-winners/film-index:film-730058,Ego,Daniel SCHELFTHOUT,Belgium,1973,09 min 20 s,,drawing on cels,,Colour,,,,,,,,,,,IPEM Gand,,"Étienne de Bruyne, Rambrandt Hoste",Narcissus in front of the cosmic mirror.,,,"Étienne de Bruyne, Rambrandt Hoste",,
Awards,1973,Short films,"Grand Prix
",Frank Film,https://www.annecy.org/resources/images/t/730065.jpg,https://www.annecy.org/about/archives/1973/award-winners/film-index:film-730065,Frank Film,Frank MOURIS,USA,1973,08 min 40 s,,cut-outs,,Colour,,Frank MOURIS,"MOURIS SQUARED, DIRECT CINEMA LTD",,Frank Mouris,,,,,,,Tony Schwartz,Frank Mouris,This autobiography is told by the author in a dual soundtrack and illustrated by the hundreds of thousands of images he has cut out.,Frank Mouris,,Frank Mouris,,
Awards,1973,Short films,"Special Jury Award
","Och, och...",https://www.annecy.org/resources/images/t/730090.jpg,https://www.annecy.org/about/archives/1973/award-winners/film-index:film-730090,"Och, och...",Bronislaw ZEMAN,Poland,1973,06 min 10 s,,drawing on cels,,Colour,,STUDIO FILMÓW RYSUNKOWYCH - SFR,"STUDIO FILMÓW RYSUNKOWYCH - SFR, FILM POLSKI - FILM AGENCY",,Bronislaw Zeman,Bronislaw Zeman,,,Bronislaw Zeman,,Bogumil Pasternac,,Alojzn Mol,"When the building trade is doing well, everything does well! But otherwise...",,Janusz Stanni,Dorota Poraniewska,,
Awards,1973,Short films,"Distinction
Émile Reynaud Award
",Oni,https://www.annecy.org/resources/images/t/730094.jpg,https://www.annecy.org/about/archives/1973/award-winners/film-index:film-730094,Oni,Kihachiro KAWAMOTO,Japan,1972,07 min 35 s,,puppets,,Colour,,Kihachiro KAWAMOTO,,,,,,,Kihachiro Kawamoto,,Seiji Tsuruzawa,Kazvo Ito,Hisako Sono,Inspired by a Japanese medieval legend: a mother changes into a witch and tries to devour her own children.,,"Tsuyuhiko Mibu, Suzushi Nakagawa","Ken Yoshioka, Minoru Tamura",,
Awards,1973,Short films,"Children's film Award
",Opera,https://www.annecy.org/resources/images/t/730093.jpg,https://www.annecy.org/about/archives/1973/award-winners/film-index:film-730093,Opera,"Guido MANULI, Bruno BOZZETTO",Italy,1973,11 min 25 s,,drawing on cels,,Colour,,STUDIO BOZZETTO SRL,,,"Bruno Bozzetto, Guido Manuli",,,,"Bruno Bozzetto, Guido Manuli",,"Bach, Beethoven, Wagner, Paganini, Rossini, Puccini",,Giancarlo Rossi,"Tied by the common theme of music, a few irreverent sketches involving Bach, Beethoven, Wagner, Paganini, Rossini and Puccini.",,,Enzo Lucchesi,,
Awards,1973,Short films,"International Critics' Award
",Sandman,https://www.annecy.org/resources/images/t/730003.jpg,https://www.annecy.org/about/archives/1973/award-winners/film-index:film-730003,Sandman,Eliot NOYES,USA,1973,04 min 05 s,,powder animation,,,,,,,,,,,Eliot Noyes,,"Jay Ungar, Lynn Ungar, Charlie Chin",,,A little fellow's quick dreams when the Sandman has gone by.,,,,,
Awards,1973,Short films,"Distinction in the children's category
",Tchou-tchou,https://www.annecy.org/resources/images/t/730037.jpg,https://www.annecy.org/about/archives/1973/award-winners/film-index:film-730037,Tchou-tchou,Co HOEDEMAN,Canada,1973,13 min 20 s,,animated objects,,Colour,,"ONF - OFFICE NATIONAL DU FILM DU CANADA, Pierre MORETTI",,,Co Hoedeman,Suzanne Gervais,,,Jana Bendova Subert,,Normand Roger,,Yves Leduc,The tale of a sleeping dragon turned into a train by the creative activity of two children.,,,,,
Awards,1973,Short films,"Information film Award
",The Maggot,https://www.annecy.org/resources/images/t/730019.jpg,https://www.annecy.org/about/archives/1973/award-winners/film-index:film-730019,The Maggot,George DUNNING,United Kingdom,1973,04 min 40 s,,drawing on paper,,Colour,,"TVC LONDON, John COATES",,,,Mick Crane,Mick Crane,,"Roy Evans, Jerry Hibbert",,Topper Carew,Topper Carew,Brian Bishop,"When the drug pusher prowls about the school, it behoves the kids to turn away from him and therefore to reduce him to unemployment.","Harry Poe, Ebony Impromptu",,John Williams,,
Awards,1973,"Educational, scientific or industrial films","TV Award
",A Goat in a Boat,https://www.annecy.org/resources/images/t/default.png,https://www.annecy.org/about/archives/1973/award-winners/film-index:film-730039,A Goat in a Boat,Sal MAIMONE,USA,1972,25 s,,,,Colour,,,,,,Barbara Bottner,,,Sal Maimone,,,,,Monologue of a goat in a boat.,,Sal Maimone,,,
Awards,1973,Short Films out of Competition,"Émile Reynaud Award
",La Tête,https://www.annecy.org/resources/images/t/730163.jpg,https://www.annecy.org/about/archives/1973/award-winners/film-index:film-730163,La Tête,Émile BOURGET,France,1973,07 min,Short film out of competition,cut-outs,Version originale française,Colour,All audiences,LES FILMS PAUL GRIMAULT,,,Pierre-Louis Duchartre,,,,,,"Olivier Bloch-Laîné, Philippe Briche, Ariel Kalma",,,"An abandoned head, is looking for human company in vain. Disappointed  by the distrust and fear it provokes, it choses to move towards the sun and becomes the moon.",Edith Scob,,,,"""La Création de la lune"", poème de Pierre-Louis Duchartre"
Awards,1971,Short films,"Grand Prix (ex æquo)
",Apel,https://www.annecy.org/resources/images/t/710084.jpg,https://www.annecy.org/about/archives/1971/award-winners/film-index:film-710084,Apel,Ryszard CZEKALA,Poland,1970,07 min,Short film,cut-outs,,,"Young adults, Adults",SMF - STUDIO MINIATUR FILMOWYCH,"SMF - STUDIO MINIATUR FILMOWYCH, Maciej MAJEWSKI, FILM POLSKI - FILM AGENCY",,Ryszard Czekala,Ryszard Sulewski,,,,,Ryszard Sulewski,,,Evoking with rare intensity the martyrs of Nazi concentration camps. A passionate protest against the horrors of war.,,,Jan Tkaczyk,,
Awards,1971,Short films,"Special Distinction
",Eggs,https://www.annecy.org/resources/images/t/710168.jpg,https://www.annecy.org/about/archives/1971/award-winners/film-index:film-710168,Eggs,John HUBLEY,USA,1971,10 min,,drawing on cels,,,,THE HUBLEY STUDIO INC,,,,,,,David Tissa,,Quincy Jones,,Faith Hubley,,"Anita Ellis, David Burns, Grady Tate",,,,
Awards,1971,Short films,"Children's film Award
",Evolution,https://www.annecy.org/resources/images/t/710025.jpg,https://www.annecy.org/about/archives/1971/award-winners/film-index:film-710025,Evolution,Michael MILLS,Canada,1971,10 min,,drawing on cels,,,,ONF - OFFICE NATIONAL DU FILM DU CANADA,,,Michael Mills,,,,Michael Mills,,Doug Randle,Peter Hearn,,Educational film about evolution.,,,Kjeld Nielsen,,
Awards,1971,Short films,"Jury Distinction
",Laokoon,https://www.annecy.org/resources/images/t/710086.jpg,https://www.annecy.org/about/archives/1971/award-winners/film-index:film-710086,Laokoon,Vaclav MERGL,Czech Republic,1970,12 min,,cut-outs,,,,KRATKY FILM PRAHA AS,,,Vaclav Mergl,Vaclav Mergl,,,"Boris Masnik, Jaroslav Pojar, Kristina Ticha",,Jiri Kolafa,,,A group of cosmonauts land on a distant planet. There they find strange eggs that hide in their shells what the cosmonauts longed for – enormous wealth.,,Vaclav Mergl,,,
Awards,1971,Short films,"Special Jury Award
",Last to Go,https://www.annecy.org/resources/images/t/710008.jpg,https://www.annecy.org/about/archives/1971/award-winners/film-index:film-710008,Last to Go,Gerald POTTERTON,Canada,1970,05 min,,drawing on cels,,Colour,,STUDIOS POTTERTON,STUDIOS POTTERTON,,Harold Pinter,,,,Ron Coulter,,,,,,,,,,
Awards,1971,Short films,"Jury Distinction
",Melyviz,https://www.annecy.org/resources/images/t/710029.jpg,https://www.annecy.org/about/archives/1971/award-winners/film-index:film-710029,Melyviz,Marcell JANKOVICS,Hungary,1970,02 min,,,,,,PANNONIA FILM STUDIO,,,Marcell Jankovics,,,,,,,,,,,,,,
Awards,1971,Short films,"Special Jury Award
",Nedokonceny weekend,https://www.annecy.org/resources/images/t/710077.jpg,https://www.annecy.org/about/archives/1971/award-winners/film-index:film-710077,Nedokonceny weekend,Vaclav BEDRICH,Czech Republic,1970,11 min,,,,,,KRATKY FILM PRAHA AS,KRATKY FILM PRAHA AS,,Vladimir Kladiva,,,,,,Lubos Fiser,,,A funny parody on comedies and horror films. A scientist tries to kidnap the beautiful wife of a dandy.,,,,,
Awards,1971,Short films,"Grand Prix (ex æquo)
",Nevesta,https://www.annecy.org/resources/images/t/710005.jpg,https://www.annecy.org/about/archives/1971/award-winners/film-index:film-710005,Nevesta,Borislav SAJTINAC,Serbia and Montenegro,1971,09 min,,cut-outs,,Colour,,,SAJTINAC PRODUCTION,,Borislav Sajtinac,,,,Borislav Sajtinac,,Vojislav Kostic,,,A depraved crowd tries to get into the intimate world of the bride.,,,,,
Awards,1971,Short films,"Jury Distinction
",Patchwork,https://www.annecy.org/resources/images/t/710072.jpg,https://www.annecy.org/about/archives/1971/award-winners/film-index:film-710072,Patchwork,"Manuel OTÉRO, Daniel SUTER, Claude LUYET,  , Georges SCHWIZGEBEL",France,1970,18 min,,diverse techniques,,Colour,,CINÉMATION,,,,,,,"Manuel Otéro, Daniel Suter, Claude Luyet, Gérald Poussin, Georges Schwizgebel",,Groupe Clinic,,,"""The idea of a composite work, a puzzle and the ideal solution for clear minded lovers of parallel worlds that complement each other."" (Robert Benayoun)",,,,,
Awards,1971,Short films,"Jury Distinction
",Simon Says…,https://www.annecy.org/resources/images/t/default.png,https://www.annecy.org/about/archives/1971/award-winners/film-index:film-710092,Simon Says…,Anestos TRITCHONIS,USA,1970,05 min,,,,,,,,,,,,,Anestos Tritchonis,,,,,This is not the game for children but the one for war.,,,,,
Awards,1971,Short films,"Jury Distinction
",Synchromy,https://www.annecy.org/resources/images/t/710162.jpg,https://www.annecy.org/about/archives/1971/award-winners/film-index:film-710162,Synchromy,Norman MCLAREN,Canada,1971,07 min 27 s,Short film,"drawing on film , engraving sound",,Colour,All audiences,ONF - OFFICE NATIONAL DU FILM DU CANADA,,,,Norman McLaren,,,Norman McLaren,,Norman McLaren,Roger Lamoureux,,,,,,,
Awards,1971,Short films,"Jury Distinction
",The Dream of the Sphinx,https://www.annecy.org/resources/images/t/default.png,https://www.annecy.org/about/archives/1971/award-winners/film-index:film-710063,The Dream of the Sphinx,James GORE,USA,1971,03 min 30 s,,,,,,James GORE,,,,Jamers Gore,,,,,,,,,,,Jamers Gore,,
Awards,1971,Short films,"Grand Prix (ex æquo)
",The Further Adventures of Uncle Sam,https://www.annecy.org/resources/images/t/710079.jpg,https://www.annecy.org/about/archives/1971/award-winners/film-index:film-710079,The Further Adventures of Uncle Sam,"Dale CASE, Robert MITCHELL",USA,1970,13 min,,drawing on cels,,Colour,,,,,,,,,,,,,,Uncle Sam and the Statue of Liberty are kidnapped.,,,,,
Awards,1971,Short films,"Jury Distinction
",The Preacher,https://www.annecy.org/resources/images/t/default.png,https://www.annecy.org/about/archives/1971/award-winners/film-index:film-710074,The Preacher,Pavel PROCHÁZKA,International,1970,01 min,,,,Colour,,,,,,,,,,,,,,,,,,,
Awards,1971,Short films,"Jury Distinction
",To Speak or Not to Speak,https://www.annecy.org/resources/images/t/710031.jpg,https://www.annecy.org/about/archives/1971/award-winners/film-index:film-710031,To Speak or Not to Speak,Raoul SERVAIS,Belgium,1970,11 min,Short film,drawing on cels,Version originale anglaise,Colour,Adults,Raoul SERVAIS,,,,,,,Willy Verschelde,,Lucien Goethals,,,The answers the man in the street gives during an interview are as impersonal as a cartoon strip speech bubble. A little hippy answers in a more colourful way. His talent is much appreciated by the consumer company. Just one of those questioned finds the courage to say no.,,Norbert Deseyn,,,
Awards,1971,Short films,"Jury Distinction
",Trim ata gloupatsi,https://www.annecy.org/resources/images/t/710016.jpg,https://www.annecy.org/about/archives/1971/award-winners/film-index:film-710016,Trim ata gloupatsi,Donyo DONEV,Bulgaria,1970,09 min,,drawing on cels,,,,BULGARIAFILM,,,Anastas Pavlov,Donyio Donev,,,,,Emile Pavlov,,,Film inspired by folklore about the adventures of three simple minded souls.,,,Pavel Archinkov,,
Awards,1971,Advertising films,"Advertising film Award
",Darwin Active,https://www.annecy.org/resources/images/t/default.png,https://www.annecy.org/about/archives/1971/award-winners/film-index:film-710150,Darwin Active,,USA,1971,01 min,,,,,,,,,,,,,,,,,,,,,,,
Awards,1971,Advertising films,"Advertising film Award
",Mighty Joe Person Active,https://www.annecy.org/resources/images/t/default.png,https://www.annecy.org/about/archives/1971/award-winners/film-index:film-710151,Mighty Joe Person Active,,USA,1970,01 min,,,,,,,,,,,,,,,,,,,,,,,
Awards,1971,Graduation Films,"Third Distinction for a school film
",Pilules : Duty First,https://www.annecy.org/resources/images/t/710103.jpg,https://www.annecy.org/about/archives/1971/award-winners/film-index:film-710103,Pilules : Duty First,Noureddin ZARRINKELK,Belgium,1970,55 s,Graduation film,drawing on cels,,,All audiences,KASK & CONSERVATORIUM / SCHOOL OF ARTS GENT,,,,,,,,,,,,"A race towards the other, with its misunderstandings, for the time a record is playing...",,,,,
Awards,1971,Graduation Films,"Third Distinction for a school film
",Pilules : Soldatenuurtje,https://www.annecy.org/resources/images/t/default.png,https://www.annecy.org/about/archives/1971/award-winners/film-index:film-710104,Pilules : Soldatenuurtje,Daniel SCHELFTHOUT,Belgium,1970,,,,,,,KASK & CONSERVATORIUM / SCHOOL OF ARTS GENT,,,,,,,,,,,,,,,,,
Awards,1971,Graduation Films,"First Distinction for a school film
",Sand or Peter and the Wolf,https://www.annecy.org/resources/images/t/default.png,https://www.annecy.org/about/archives/1971/award-winners/film-index:film-710112,Sand or Peter and the Wolf,Caroline LEAF,USA,1969,,,powder animation,,,,UCLA FILM,,Caroline Leaf,,,,,Caroline Leaf,,,,,A world of moving shadowy figures.,,,,,
Awards,1971,Graduation Films,"Second Distinction for a school film
",The Letter,https://www.annecy.org/resources/images/t/default.png,https://www.annecy.org/about/archives/1971/award-winners/film-index:film-710098,The Letter,"James GORE, Adam BECKETT",USA,1970,,,,,,,CALARTS - CALIFORNIA INSTITUTE OF THE ARTS,,,,,,,,,,,,,,,,,
Awards,1971,Graduation Films,"Third Distinction for a school film
",Varia : De put,https://www.annecy.org/resources/images/t/710107.jpg,https://www.annecy.org/about/archives/1971/award-winners/film-index:film-710107,Varia : De put,Daniel SCHELFTHOUT,Belgium,1970,,,,,,,KASK & CONSERVATORIUM / SCHOOL OF ARTS GENT,,,,,,,,,,,,,,,,,
Awards,1971,Graduation Films,"Third Distinction for a school film
",Varia : Sans titre,https://www.annecy.org/resources/images/t/default.png,https://www.annecy.org/about/archives/1971/award-winners/film-index:film-710106,Varia : Sans titre,Marc AMPE,Belgium,1970,,,,,,,KASK & CONSERVATORIUM / SCHOOL OF ARTS GENT,,,,,,,,,,,,,,,,,
Awards,1967,Short films,"Special Jury Award
",Alphabet,https://www.annecy.org/resources/images/t/670493.jpg,https://www.annecy.org/about/archives/1967/award-winners/film-index:film-670493,Alphabet,Eliot NOYES,Canada,1966,06 min 13 s,,paint on glass,,,,ONF - OFFICE NATIONAL DU FILM DU CANADA,,,Eliot Noyes,,,,Eliot Noyes,,Pierre Brault,,,The twenty-five letters of the alphabet in an incessant mutation of forms.,,,,,
Awards,1967,Short films,"Grand Prix (ex æquo)
",Arès contre Atlas,https://www.annecy.org/resources/images/t/670543.jpg,https://www.annecy.org/about/archives/1967/award-winners/film-index:film-670543,Arès contre Atlas,Manuel OTÉRO,France,1967,06 min,,drawing on paper,,Colour,,CINÉMATION,CINÉMATION,,Manuel Otéro,Manuel Otéro,,,"Jacques Leroux, Manuel Otéro",,,,Manuel Otéro,A lampoon against the absurdity of war and those who make it. The denunciation takes place with laughter and gags but not without forgetting the seriousness of the subject.,,,,,
Awards,1967,Short films,"Grand Prix (ex æquo)
",Breath,https://www.annecy.org/resources/images/t/670491.jpg,https://www.annecy.org/about/archives/1967/award-winners/film-index:film-670491,Breath,Jimmy T. MURAKAMI,United Kingdom,1967,04 min,Short film,paint on glass,,Colour,All audiences,FRED WOLF FILMS,"JIMMY MURAKAMI FILM PRODUCTION, Jimmy T. MURAKAMI",,Jimmy T. Murakami,Jimmy T. Murakami,,,Jimmy T. Murakami,,,,Rich Harrison,Breath governs life and is also the sign of an exchange of problems and emotions.,,,,,
Awards,1967,Short films,"Grand Prix (ex æquo)
",Klatki,https://www.annecy.org/resources/images/t/670525.jpg,https://www.annecy.org/about/archives/1967/award-winners/film-index:film-670525,Klatki,Miroslav KIJOWICZ,Poland,1967,07 min 52 s,,drawing on cels,,,,SMF - STUDIO MINIATUR FILMOWYCH,"SMF - STUDIO MINIATUR FILMOWYCH, FILM POLSKI - FILM AGENCY",,"Hanna Jagoszewcka, Miroslav  Kijowicz",,,,,,Krzysztof T. Komeda,,,The prisoner is dreaming. But his prison is one among many others.,,,Jan Tkaczyk,,
Awards,1967,Short films,"Grand Prix (ex æquo)
",Krotitelj divljih konja,https://www.annecy.org/resources/images/t/670490.jpg,https://www.annecy.org/about/archives/1967/award-winners/film-index:film-670490,Krotitelj divljih konja,Nedeljko DRAGI,Croatia,1966,08 min,,drawing on cels,,Colour,,ZAGREB FILM,ZAGREB FILM,,Vatroslav Mimica,,,,"Nedeljko Dragic, Fodor Mirko, Zeljko Cingulin",,Tomica Simovic,,,"Will the man manage to tame the beast of iron and fire? Yes, but only if it is without violence. Understood and loved, she takes the man to outer space.",,Nedeljko Dragic,,,
Awards,1967,Short films,"Asifa special Award
",Othello 67,https://www.annecy.org/resources/images/t/670551.jpg,https://www.annecy.org/about/archives/1967/award-winners/film-index:film-670551,Othello 67,Fedor KHITRUK,Russia,1967,01 min,,drawing on cels,,,,,,,,,,,,,,,,"In the middle of town traffic, a motorist stops at a red light and puts a coin in a devise that allows him to watch an accelerated version of Shakespeare’s Othello.  Once over, the car returns to the circulation.",,,,,
Awards,1967,Short films,"Special Jury Award
",Staub,https://www.annecy.org/resources/images/t/670499.jpg,https://www.annecy.org/about/archives/1967/award-winners/film-index:film-670499,Staub,"Franz WINZENTSEN, Ursula WINZENTSEN",Germany (GFR),1967,05 min 30 s,,"animated objects, powder animation",,,,,,,Franz Winzentsen,,,,,,,Alster-Industrie,Franz Winzentsen,"A cloud of black dust, one of white dust, and the world.",,,Franz Winzentsen,,
Awards,1967,Short films,"International Critics' Award
",The Box,https://www.annecy.org/resources/images/t/670469.jpg,https://www.annecy.org/about/archives/1967/award-winners/film-index:film-670469,The Box,Fred WOLF,USA,1967,07 min,,drawing on cels,,Colour,,,FRED WOLF FILMS USA,,Fred Wolf,Fred Wolf,,,Fred Wolf,,Schelley Manne,,Rich Harrison,"Communicability, incommunicability... life is a box, love is an other.",,,,,
Awards,1967,Short films,"Children's film Award
",Varejka,https://www.annecy.org/resources/images/t/670510.jpg,https://www.annecy.org/about/archives/1967/award-winners/film-index:film-670510,Varejka,Roman KATCHANOV,Russia,1966,09 min 30 s,,puppets,,Colour,,SMF STUDIO (SOYUZMULTFILM),,,J. Vitenzon,,,,,,V. Gamaliya,G. Martyniouk,,A little girl wants a dog and her imagination transforms a mitten into a red dog.,,L. Schwartzmann,I. Golomb,,
Awards,1967,Short films,"Award for a first film
",Wszystko jest liczba,https://www.annecy.org/resources/images/t/670529.jpg,https://www.annecy.org/about/archives/1967/award-winners/film-index:film-670529,Wszystko jest liczba,Stefan SCHABENBECK,Poland,1967,07 min 30 s,,"drawing on paper, drawing on cels",,,,SE-MA-FOR TECHNICAL SOLUTIONS SA,,,Stefan Schabenbeck,Stefan Schabenbeck,,,,,Zofia Stanczewa,,,The hazardous road of a little man in a world completly subjected to mathematics.,,,Stefan Schabenbeck,,
Awards,1967,Advertising films,"Advertising film Award
","Schweppes ""O melhor da rua""",https://www.annecy.org/resources/images/t/default.png,https://www.annecy.org/about/archives/1967/award-winners/film-index:film-670518,"Schweppes ""O melhor da rua""",Artur CORREIA,Portugal,1966,01 min,,drawing on cels,,Colour,,,,,,,,,,,,,,A commercial for a sparkling drink.,,,,,
Awards,1965,Short films,"Award for a first film
",Clay,https://www.annecy.org/resources/images/t/650379.jpg,https://www.annecy.org/about/archives/1965/award-winners/film-index:film-650379,Clay,Eliot NOYES,USA,1964,09 min,,clay,,,,Eliot NOYES,,,Eliot Noyes,,,,Eliot Noyes,,,,,The world is primarily a simple ball of clay that an invisible creator is working on.,,,,,
Awards,1965,Short films,"Grand Prix
",La Demoiselle et le Violoncelliste,https://www.annecy.org/resources/images/t/650433_2.jpg,https://www.annecy.org/about/archives/1965/award-winners/film-index:film-650433,La Demoiselle et le Violoncelliste,Jean-François LAGUIONIE,France,1964,08 min 50 s,Short film,cut-outs,Sans dialogue ni commentaire,Colour,All audiences,LES FILMS PAUL GRIMAULT,"LA FABRIQUE PRODUCTION, Jean-François LAGUIONIE",Jean-François Laguionie,Jean-François Laguionie,Jean-François Laguionie,,,Jean-François Laguionie,,"""Concerto en ré pour violoncelle et orchestre"", Edouard Lalo",,,"By the sea side, an inspired cellist unleashes a storm that carries a beautiful shrimp fisher to the depths of the ocean.",,Jean-François Laguionie,,,
Awards,1965,Short films,"Special Jury Award
",La gazza ladra,https://www.annecy.org/resources/images/t/650436.jpg,https://www.annecy.org/about/archives/1965/award-winners/film-index:film-650436,La gazza ladra,"Giulio GIANINI, Emanuele LUZZATI",Italy,1964,10 min 20 s,Short film,cut-outs,Sans dialogue ni commentaire,Colour,All audiences,Emanuele LUZZATI,"ASIFA ITALIA, Valenti ATTILIO",,"Giulio Gianini, Emanuele Luzzati",Emanuele Luzzati,,,Giulio Gianini,,Gioacchino Rossini,,,"Three enemy kings conclude an alliance against the birds, an enemy easier to conquer. But a devilish magpie comes to the help of his brothers.",,,,,"""La gazza ladra"", Gioacchino Rossini"
