year,Original title,Directed by,Country,Year of production,Running time,Category,Techniques used,Version,Process,Target public,Production,Distribution,Artistic direction,Script,Graphics,Storyboard,Layout,Animation,Compositing,Music,Sound,Editing,Overview,department,Voice,Sets,Based on,Camera,Other credits,Development,Character design,Animation directors,Series creator(s),Script writer,Graphic designer
1987,Babylon,"Peter LORD, David SPROXTON",United Kingdom,1985,13 min 30 s,Short film,clay,Version originale anglaise,Colour,"Young adults, Adults","AARDMAN ANIMATIONS LTD., David HOPKINS",,,David Hopkins,Andrew Franks,,,"Peter Lord, Nick Park, Richard Goleszowski",,,"David MacCormack, Andy Nelson",David MacCormack,"In one of the main hotels of the city, a meeting of arms dealers is brought to a bloody conclusion observed by a diffident waiter.",Short Films,Tony Robinson,"Chris Lyons, Michael Wright",,David Sproxton,,,,,,,
1987,Baeus,Bruno BOZZETTO,Italy,1987,06 min 15 s,,drawing on cels,,Colour,,STUDIO BOZZETTO SRL,,,Bruno Bozzetto,Bruno Bozzetto,,,Oliviero Ruberti,,Roberto Frattini,Ugo Micheli,Ugo Micheli,"An insect overhears a serious quarrel between a woman and her partner, who leaves slamming the door. From that moment on, the insect falls madly in love with the woman.",Short Films,,Giuseppe Lagana,,Ugo Magni,,,,,,,
1987,"Brume, escale trop courte",Hugues BOURDONCLE,France,1987,03 min 20 s,,drawing on cels,,,,OZO FILMS PRODUCTIONS,,,Hugues Bourdoncle,Hugues Bourdoncle,,,Hugues Bourdoncle,,,,Hugues Bourdoncle,The captain of an exploration expedition on planet Fog questions himself about the strange revelations of intelligence he has discovered there in the midst of the fog.,Short Films,Hugues Bourdoncle,Hugues Bourdoncle,,GDA Films,,,,,,,
1987,Cao-ren,Jinqing HU,China,1985,10 min,,cut-outs,,Colour,,SHANGHAI ANIMATION FILM STUDIO,,,Yu-wen He,,,,"Yun-cu Wu, Rong-zhen Wang, Jian-ping Xu, Duo Mu",,Ying-ju Wu,,,"To get rid of birds that are eating a lot of fish, a fisherman disguises himself as a scarecrow.",Short Films,,,,Liang-fang Chai,,,,,,,
1987,Carnets d'esquisses,Michaël GAUMNITZ,France,1985,05 min 17 s,,2D computer,,Colour,,AAA PRODUCTION - ANIMATION ART GRAPHIQUE AUDIOVISUEL,,,,Michaël Gaumnitz,,,Michaël Gaumnitz,,Michaël Gaumnitz,Éric Sez,,"A rapid succession of sketches passing by in various ways, which resort to the specific resources of GRAPH'8. Fragments from an imaginary museum, this narcissistic journal might go on…",Short Films,,,,,,,,,,,
1987,Carravagio on the Beach,Anthony STACCHI,USA,1986,02 min 20 s,,drawing on cels,,,,Anthony STACCHI,,,Anthony Stacchi,Anthony Stacchi,,,Anthony Stacchi,,Adrien Belen,Adrien Belen,Anthony Stacchi,"Drawings of birds, sketches for a dead and moving corpse.",Short Films,,Anthony Stacchi,,Anthony Stacchi,,,,,,,
1987,Cerridwen's Gift,Rose BOND,USA,1986,08 min 55 s,,drawing on film (painting),,Colour,,STUDIO ROSE BOND,,,Rose Bond,Rose Bond,,,Rose Bond,,Michael O'Domhnaill,Billy Oskay,Laurie Meeker,"A Celtic legend on the birth of poetry. Cerridwen, the Welsh muse and sorceress, gets her inspiration from her magical cauldron.",Short Films,Fiona Ritchie,Rose Bond,,,,,,,,,
1987,Debts,Stephen MCCALLUM,Canada,1986,08 min 35 s,,drawing on cels,,Colour,,ONF - OFFICE NATIONAL DU FILM DU CANADA,,,"Stephen McCallum, James Reil",Stephen McCallum,,,Stephen McCallum,,John Forrest,"Wil Waring, Carl Schumiatcher","Wil Waring, Carl Shumiatcher","During fall 1929, in North Alberta, on the great plains where wheat grows, a farming family is affected by the death of a neighbour.",Short Films,"Sharon Baker, Bobby Bruce, Dwight McFee, Maggy Sunshine",,,Svend-Erik Eriksen,,,,,,,
1987,Douce nuit,Martial WANNAZ,Switzerland,1987,07 min 10 s,,drawing on cels,,Colour,,"Martial WANNAZ, TSR - TÉLÉVISION SUISSE ROMANDE",Martial WANNAZ,,Martial Wannaz,Martial Wannaz,,,"Martial Wannaz, Yves-Charles Fercoq",,Léon Francioli,Pierre-André Luthy,Martial Wannaz,"We are looking but we see nothing. Everything in the garden seems quiet, yet the fête of death started at dusk and will go on till dawn.",Short Films,"Séverine Bujart, André Schmidt",,Dino Buzzati,Martial Wannaz,,,,,,,
1987,Drawing on my Mind,Bob KURTZ,USA,1985,04 min 47 s,,drawing on cels,,Colour,,KURTZ AND FRIENDS,,,"George Carlin, Bob Kurtz","Bob Kurtz, Michael Peluce",,,Kurtz & Friends,,Broadscore,,Sim Sadler,"“It's no bullshit”, this is a cartoon version of the theatrical news of the week.",Short Films,George Carlin,,,,,,,,,,
1987,Drum'Rum,Petr VRANA,Germany (GFR),1986,03 min 30 s,,"drawing on cels, photos, pixilation,  2D/3D computer",,Colour,,Petr VRANA,,,"Friedemann Baader, Petr Vrana",,,,"Friedemann Baader, Petr Vrana",,Norbert Müller,,Friedemann Baader,"On the road, at full speed, the drummer and the dancer are taking their places on the windscreen.",Short Films,,,,"Friedemann Bader, Petr Vrana",,,,,,,
1987,Dver,Nina SHORINA,Russia,1986,10 min 20 s,,puppets,,Colour,,SMF STUDIO (SOYUZMULTFILM),SMF STUDIO (SOYUZMULTFILM),,A. Studzinski,,,,V. Dudkin,,,,,"A lot of comings and goings around a building from the 1950s, whose door seems to remain tightly closed.",Short Films,,B. Boudkine,T. Ponomariova,Y. Kamenetskiy,,,,,,,
1987,Eroslinea,Osvaldo CAVANDOLI,Italy,1986,05 min 50 s,Short film,drawing on cels,,Colour,All audiences,QUIPOS SRL,QUIPOS SRL,,Osvaldo Cavandoli,Osvaldo Cavandoli,,,Osvaldo Cavandoli,,Corrado Tringali,,,Spring encounters of the most aligned character in the history of animated cinema.,Short Films,Carlo Bononi,,,G.L.M. (Modena),,,,,,,
1987,Every Dog's Guide to Complete Home Safety,Les DREW,Canada,1986,09 min 55 s,,drawing on cels,,Colour,,ONF - OFFICE NATIONAL DU FILM DU CANADA,,,Les Drew,Les Drew,,,Les Drew,,Eldon Rathburn,Louis Hone,,"Wally, the much loved family pet dog obsessed by safety, tries at every moment to preserve the members of his family from every-day dangers.",Short Films,"Paul Brown, Harvey Atkins, Luba Goy, Henry Beckman",,,"Raymon Dumas, Jacques Avoine, Robin L.P. Bain, Pierre Landry",,,,,,,
1987,Ezredvégi vadaszidény,Istvan KOVACS,Hungary,1986,04 min 42 s,,drawing on cels,,,,PANNONIA FILM STUDIO,HUNGARO FILM,,Istvan Kovacs,"Istvan Kovacs, Miklos Baumann",,,"Miklos Baumann, Ivan Kiss, Istvan Kovacs",,Janos Kéri,Peter Barsony,Magda Hap,"On a beautiful winter day, a man armed with his shot gun is looking for game to hunt.",Short Films,,Istvan Kovacs,,Andras Klausz,,,,,,,
1987,Frankenstein Punk,"Cao HAMBURGER, Eliana FONSECA",Brazil,1986,11 min,,"puppets, clay",,Colour,,,,,"Cao Hamburger, Eliana Fonseca",Vivian Altman,,,Cao Hamburger,,"Gene Kelly, Frank Sinatra, Ry Cooder",Eliana Fonseca,Michael Ruman,Frank the monster is looking for happiness in a universe which widely refers to the cinema and music.,Short Films,"Ricardo Blat, Eliana Fonseca","Pedro Rocha, Maurizio Zelada, Ana Mara Abreu, Vivian Altman",,Marcelo Dürst,,,,,,,
1987,Future Block,Kevin MCCRACKEN,Canada,1987,10 min 30 s,,"drawing on cels, 2D computer",,Colour,,"ONF - OFFICE NATIONAL DU FILM DU CANADA, David VERRALL",,,Kevin McCracken,Kevin McCracken,,,Kevin McCracken,,Normand Roger,"André Galbrand, Andy Malcolm, Normand Roger",Kevin McCracken,"Nelson Storch's routine trip to the new Harmony Bank. However, he doesn't meet his favourite teller: he is thrust into an unnerving confrontation with the bank computer.",Short Films,"Maury Chaykin, Kathleen Fee, Wally Martin, Walter Massey",Christopher  Hinton,,Raymond Dumas,,,,,,,
1987,Girls' Night Out,Joanna QUINN,United Kingdom,1986,05 min 25 s,Short film,drawing on cels,Version originale anglaise sous-titrée français,Colour,All audiences,,BERYL PRODUCTIONS INTERNATIONAL LTD.,,"Joanna Quinn, Les Mills","Joanna Quinn, Les Mills",,,Joanna Quinn,,,Les Mills,Joanna Quinn,It is Beryl's birthday and her friends from work take her out for a surprise night in a pub where not only drinks are found.,Short Films,"Lora Hoy, Marie Toland",Joanna Quinn,,Joanna Quinn,,,,,,,
1987,Hanniu yu mutong,Chen SANWEI,China,1985,22 min,,drawing on paper (lavis),,Colour,,BEIJING SCIENCE AND EDUCATIONAL FILM STUDIO,,,Chen Sanwei,"Chen Sanwei, Shumin Zhou, Mingliamg Quin",,,"Qian Zhao, Gang Li",,Xiaosong Qu,Junzhen Xu,Ying Yu,"An ill-treated buffalo flies into a rage. It gets rid of its halter and starts running around, causing panic and confusion. A young cattleman gets near the animal and strokes it...",Short Films,,"Xingshen Zhang, Changhai Yu",,Xueguo Zhang,,,,,,,
1987,L'homme qui plantait des arbres,Frédéric BACK,Canada,1987,30 min,,"drawing on paper (pencil, pastel)",,Colour,,CBC - RADIO-CANADA,LES FILMS DU PARADOXE,,Frédéric Back,Frédéric Back,,,"Frédéric Back, Linda Gagnon",,Normand Roger,Michel Descombes,Norbert Pickering,"With all his knowledge and love for the country, the author tells us how a man devoted himself to giving life to a desert landscape. This is a homage to the man's hard work, his patience and generosity which however neither stop wars nor failure.",Short Films,Philippe Noiret,,"""L’homme qui plantait des arbres"", Jean Giono","Claude Lapierre, Jean Robillard",,,,,,,
1987,L'Île fantôme,Jean-François LAGUIONIE,France,1987,10 min 40 s,Short film,cut-outs,Version originale française,Colour,All audiences,LA FABRIQUE PRODUCTION,,Jean-François Laguionie,"Jean-François Laguionie, Jean-Paul Gaspari",Jean-François Laguionie,,,,,Richard Breton,Daniel Deshay,Jean-François Laguionie,The story of the adventures of a shipwrecked Portuguese man on an island away from time.,Short Films,Michael Lonsdale,"Gustave Doré et les graveurs du ""Tour du monde""",Irving Whashington,,,,,,,,
1987,La grande illusion,Thomas OTT,Switzerland,1986,02 min 18 s,,drawing on paper (pencil),,Colour,,STUDIO GDS,,,,,,,Thomas Ott,,,,,A nostalgic serviceman battling against the recruits of today.,Short Films,,,,,,,,,,,
1987,La montagne du loup,Henri HEIDSIECK,France,1986,11 min 22 s,,"drawing on cels, cut-outs",,Colour,,"REVCOM INTERNATIONAL, Michel NOLL",,,Henri Heidsieck,Henri Heidsieck,,,"Henri Heidsieck, Jean-Christophe Villard, Federico Vitali",,Pierre Alrand,Daniel Deshays,Henri Heidsieck,"That year, it wasn’t the sheep but the shepherd Joanes who left for the mountains in the North...",Short Films,Didier Bezace,Richard Mithouard,,Jean-Paul Rossard,,,,,,,
1987,La ville,Sophie MARILLER-APPAH,France,1986,02 min 20 s,,2D computer,,Colour,,ENSAD - ÉCOLE NATIONALE SUPÉRIEURE DES ARTS DÉCORATIFS,,,Sophie Mariller,Sophie Mariller,,,Sophie Mariller,,"King Sunny Ade ""Synchro system""",,Sophie Mariller,Building an imaginary city that is both mythical and real.,Short Films,,,,,,,,,,,
1987,Lafertovskaya makovnitsa,E. MARTCHENKO,Russia,1986,08 min 32 s,,drawing on paper (pencil),,,,BELARUSFILM NATIONAL FILM STUDIO,,,N. Orlova,O. Karchakevitch,,,"V. Bakounovitch, Vladimir Petkevitch, Mikhail Toumellia",,O. Olovnikov,,,"In order to avoid her cruel stepmother and find her grandmother again, a little girl is accompanied by the cat musician and memories of her mother.",Short Films,,,A. Pogorelski,U. Miltner,,,,,,,
1987,Le game,"Albert MINO BONAN, Guy RAJOTTE, Catherine RICHARDS, Christian TREMBLAY",Canada,1986,04 min 12 s,,3D computer,,Colour,,CBC - RADIO-CANADA,,,"Mino Bonan, Guy Rajotte",,,,Robotique,,Normand Roger,,Guy Rajotte,"Two players, two balls, a table with drawers. The Game is a video project created by the Engineering Department of the Canadian Broadcasting Corporation. A camera, fastened on the arm of an industrial robot, takes pictures of actors playing a surrealistic game, and relays back information to a computer making it possible for the three-dimensional setting to move with the action.",Short Films,,Robotique,,Robotique,,,,,,,
1987,Les perles de l'amour,Francis LEROI,France,1986,05 min 16 s,,"cut-outs, 2D computer (paint box)",,Colour,,,,,Francis Leroi,Georges Levy,,,,,,Agovision,Duran,"Will the glamourous Virginia's navel embellished with a diamond cause the ruin of Captain Henry Jones against his rival, the Rajah? The answer lies in a stifling and sensual comic strip jungle.",Short Films,Agovision,,"""L'Écho des Savanes"" de Georges Levy et Francis Leroi",,,,,,,,
1987,Lucie s'est échappée,Nicole DUFOUR,France,1987,07 min 50 s,Short film,"drawing on cels, cut-outs",Sans dialogue ni commentaire,Colour,"Young adults, Adults",LA FABRIQUE PRODUCTION,,,Nicole Dufour,Nicole Dufour,,,"Nicole Dufour, Henri Heidsieck",,"Jon Hassell, Brian Eno",Daniel Deshays,Henri Heidsieck,From the sad apartment to unknown spaces.,Short Films,,Nicole Dufour,,Nicole Dufour,,,,,,,
1987,Lucretia,Heidi BLOMKVIST,Canada,1986,09 min 30 s,,drawing on cels,,Colour,,ONF - OFFICE NATIONAL DU FILM DU CANADA,,,Heidi Blomkvist,Heidi Blomkvist,,,Heidi Blomkvist,,Normand Roger,Normand Roger,,Nobody is allowed to leave Hades at Christmas. Lucretia has never heard the word spoken above a whisper and nothing will satisfy her curiosity but a visit to Earth to find out what all the fuss is about.,Short Films,Damir Andrei,,Poème de Peter Desbarats,"Pierre Landry, Robin L.P. Bain, Raymond Dumas",,,,,,,
1987,Lupo the Butcher,Danny ANTONUCCI,Canada,1986,04 min,,drawing on cels,,Colour,,INTERNATIONAL ROCKETSHIP LIMITED,,,Danny Antonucci,Danny Antonucci,,,Danny Antonucci,,"Danny Antonucci, Bill ""Zippy"" Chobotar, Rick Clemmons, Brad Kent",Cal Shumiatcher,,"While cutting up a side of ribs, Lupo the butcher reveals his violent nature.",Short Films,Danny Antonucci,J. Falconer,,Tom Brydon,,,,,,,
1987,Luxo Jr.,John LASSETER,USA,1986,02 min 22 s,,3D computer,,Colour,,PIXAR ANIMATION STUDIOS,PIXAR ANIMATION STUDIOS,,John Lasseter,,,,"John Lasseter, Eben Ostby, Bill Reeves, Sam Leffler",,,Gary Rydstrom,,Lamp games: two desk lamps and a ball?,Short Films,,,,Don Conway,,,,,,,
1987,Mapt,Stoyan DUKOV,Bulgaria,1986,08 min 17 s,,drawing on paper (pencil),,Colour,,BOYANA FILM STUDIOS,BOYANA FILM STUDIOS,,Slav Bakalov,Stoyan Dukov,,,Krasimir Ivanov,,Alexandre Brazitsov,Rositza Rouptchina,Jeni Kirkova,"What is going on during the night and the day after in this quiet village located in the heart of the hills, after the arrival of a strange travelling sex shop?",Short Films,,,,Peter Gornev,,,,,,,
1987,Mid-Air,Vera NEUBAUER,United Kingdom,1986,16 min 39 s,,"drawing on cels, puppets, cut-outs, live action",,Colour,,SPECTRE FILMS LTD.,,,Vera Neubauer,Vera Neubauer,,,Vera Neubauer,,Gary Carpenter,Larry Sider,Vera Neubauer,Why should women in Europe today want to be witches and practise witchcraft? This opera sets out to answer the question.,Short Films,Fiona Kim,,,Wiltold Stok,,,,,,,
1987,Notch,Vladimir PETKEVITCH,Russia,1986,09 min 52 s,,drawing on paper (pencil),,,,SVERDLOVSK ANIMATION STUDIO,,,"M. Shelekhov, Vladimir Petkevitch",,,,Vladimir Petkevitch,,V. Artomova,V. Shestokova,L. Permjakova,"A child leaves in his sleep to meet the ""old iron lady"", who wanders about in the dark of the fields, looking for children who are not sleeping.",Short Films,"L. Teplova, L. Revjakina",,,,,,,,,,
1987,Opéra industriel,"Richard COHEN, Adam B. CHIN",USA,1986,01 min 02 s,,3D computer,,Colour,,PDI - PACIFIC DATA IMAGES,,,"Adam B. Chin, Richard Cohen","Adam B. Chin, Richard Cohen",,,"Adam B. Chin, Richard Cohen",,Richard Cohen,"Adam B. Chin, Richard Cohen","Adam B. Chin, Richard Cohen","Metallic robots for new ""Modern Times"".",Short Films,"Adam B. Chin, Richard Cohen","Adam B. Chin, Richard Cohen",,"Adam B. Chin, Richard Cohen",,,,,,,
1987,Perfect Way,Jonathan BAIRSTOW,United Kingdom,1986,03 min 21 s,,drawing on paper (pencil),,Colour,,Jonathan BAIRSTOW,Jonathan BAIRSTOW,,Jonathan Bairstowe,Jonathan Bairstowe,,,Jonathan Bairstowe,,Scritti Politti,Scritti Politti,Jonathan Bairstowe,A purely intuitive combination of sounds with drawn elements.,Short Films,Green,Jonathan Bairstowe,,Jonathan Bairstowe,,,,,,,
1987,Pixel,David EHRLICH,USA,1987,02 min 39 s,,drawing on paper (coloured pencil),,Colour,,DAVID EHRLICH ANIMATION,,,David Ehrlich,David Ehrlich,,,David Ehrlich,,Michael Stearns,Michael Stearns,David Ehrlich,Visual colour field animation created by hand on a grid averaging 750 pixels.,Short Films,,David Ehrlich,,David Ehrlich,,,,,,,
1987,Plumb Ballit,Gazmend LEKA,Albania,1985,10 min 30 s,,drawing on cels,,,,AFA - ALBAFILM ANIMATION STUDIO,,,"Gazmend Leka, Busar Kapexhiu, Luan Rama",Gazmend Leka,,,Gazmend Leka,,Tonin Harapi,Abdulla Osmannliu,Mimoza Nano,"The successive collapses of the collaborationist organization ""Balli Kombëtar"", allied to the Mussolinian and Hitlerite fascist enemies.",Short Films,,Gazmend Leka,,Beqir Vaqarri,,,,,,,
1987,Pudjel,Nina SHORINA,Russia,1986,09 min 37 s,,puppets,,Colour,,SMF STUDIO (SOYUZMULTFILM),,,M. Kushnirov,,,,,,V. Nemirovitch-Dantchenko,B. Filtchikov,Galina Filatova,"As soon as Poodle and Grandma act theatre plays for each other using odds and ends, their relationship becomes particularly hectic.",Short Films,,,,,,,,,,,
1987,Quando os morcegos se calam,Fabio LIGNINI,Brazil,1986,04 min 55 s,Short film,drawing on cels,Sans dialogue ni commentaire,Colour,All audiences,EMBRAFILME,,,Fabio Lignini,Fabio Lignini,,,Fabio Lignini,,Flavio Venturini,"José Géraldo, J. Alex, J. Irapua",Fabio Lignini,"One dark night, a man gets out of a car and finds himself alone on a deserted road. He braves a terrible storm.",Short Films,,Fabio Lignini,,Fabio Lignini,,,,,,,
1987,Razrechitie Praiti,Alexandre FEDOULOV,Russia,1987,07 min 05 s,,drawing on cels,,Colour,,GOSTELERADIO - ECRAN SOYOUZTELEFILM,,,M. Deineguo,L. Tichkov,,,"M. Zaitzev, N. Bazeltzeva, A. Kolkov",,Yuri Tchernavsky,,Galina Drobinina,Modern urbanization problems also go through the apartment of this couple who has recently moved in.,Short Films,,,,Victor Milovanov,,,,,,,
1987,"Rockie, Stern et Pierre",Metin HÜSEYIN,United Kingdom,1985,02 min 22 s,,drawing on paper (pencil),,Colour,,NFTS - NATIONAL FILM AND TELEVISION SCHOOL,,,Metin Hüseyin,Metin Hüseyin,,,Metin Hüseyin,,Metin Hüseyin,Alan James,Metin Hüseyin,A love story about three rocks and several cows.,Short Films,"Oskar Jonasson, Ewa J. Lind",Metin Hüseyin,,Metin Hüseyin,,,,,,,
1987,Romance z temnot,"Bretislav POJAR, Jacques DROUIN","Canada, Czech Republic",1986,18 min 10 s,,"puppets, pin screen",,Colour,,"ONF - OFFICE NATIONAL DU FILM DU CANADA, KRATKY FILM PRAHA AS",,,"Jacques Drouin, Bretislav Pojar","Jacques Drouin, Bretislav Pojar",,,"Jacques Drouin, Bretislav Pojar, Vlasta Pospisilova, Alphonse Mensdorf-Pouilly, Jan Klos",,Michael Kocab,,"Jacques Drouin, Bretislav Pojar",A dreamy man accidentally loses his sight and ends up in a world which soon becomes strange. But an angelic being seems to be keeping a watchful eye on him. About the the relations between illusion and reality that man sometimes creates.,Short Films,,Jacques Drouin,,"Vladimir Malik, Miroslav Kuchar, Jacques Drouin",,,,,,,
1987,Seiltänzer,Raimund KRUMME,Germany,1986,09 min 20 s,,drawing on paper (pencil),,Colour,,FILMGRAFIK,JOACHIM KRECK FILM UND FERNSEHPRODUKTION,,Raimund Krumme,Raimund Krumme,,,"Raimund Krumme, Herdes Albrecht",,Rainald Hahn,Michael Bootz,Günter Klaucke,"Two men and a rope. A human relationship presented in spatial, absurd and paradoxical situations.",Short Films,,,,Heinz Busert,,,,,,,
1987,Smatchkan sviat,Boyko KANEV,Bulgaria,1986,06 min 40 s,,"animated objects, (crumpled paper)",,Colour,,BOYANA FILM STUDIOS,BOYANA FILM STUDIOS,,Slav Bakalov,Slav Bakalov,,,Boyko Kanev,,Georgi Genkov,Liudmila Mahalnishka,Anita Christova,"The experiences of a paper character crumpled, rolled up, distorted, thrown away, shaken about, ending up by an encounter which is both sweet and light.",Short Films,,Margarita Zlatareva,,Konstantin Tchernev,,,,,,,
1987,Tables of Content,Wendy TILBY,Canada,1986,06 min 30 s,,paint on glass,,Colour,,Wendy TILBY,,,Wendy Tilby,Wendy Tilby,,,Wendy Tilby,,"Robert Schumann, Martha Argerich",Wendy Tilby,Wendy Tilby,"Taking refuge from the night rain, a gentleman bides his time in a restaurant. From behind his newspaper, he watches.",Short Films,,Wendy Tilby,,Wendy Tilby,,,,,,,
1987,Taureau,Marianne GUILHOU,France,1986,02 min 30 s,,2D computer (graph 9),,Colour,,ENSAD - ÉCOLE NATIONALE SUPÉRIEURE DES ARTS DÉCORATIFS,,,Marianne Guilhou,Marianne Guilhou,,,Marianne Guilhou,,Dave Brubeck Quartet,,Marianne Guilhou,Jazz and bull variations.,Short Films,,,,,,,,,,,
1987,The Best Years of Berka,Lea BERKOVICH,Israel,1986,04 min 18 s,,powder animation (sand),,Colour,,BEZALEL ACADEMY OF ART AND DESIGN,,,Lea Berkovich,Lea Berkovich,,,Lea Berkovich,,Rami Ninio,,Lea Berkovich,"In an apartment, with a guitar, a cat, a broom, a pack of cards, waiting for something else.",Short Films,Abraham Edri,,,,,,,,,,
1987,The Clue,Daniel IVANICK,USA,1986,01 min 06 s,,drawing on cels,,Colour,,Daniel IVANICK,CTW - CHILDREN'S TELEVISION WORKSHOP,,Daniel Ivanick,Daniel Ivanick,,,Daniel Ivanick,,Ernest Troost,Daniel Ivanick,Daniel Ivanick,A detective finds a yellow clue in the middle of the road which should lead him to the thieves.,Short Films,John Barilla,Daniel Ivanick,,"Gary Becker, F-Stop Studio",,,,,,,
1987,"The Frog, the Dog and the Devil",Bob STENHOUSE,New Zealand,1986,08 min 20 s,,drawing on cels,,Colour,,NEW ZEALAND FILM COMMISSION,AVALON STUDIOS LTD,,Bob Stenhouse,Bob Stenhouse,,,Bob Stenhouse,,Steve Robinson,Kit Rollings,Bob Stenhouse,"New Zealand, in Mackenzie, on Friday, September 13, 1902: after a prolonged stay in a saloon, a highland shepherd  is confronted with a frog and a dog, and is chased across mountains by images of the Devil.",Short Films,Grant Tilly,Bob Stenhouse,"“The Devil's Daughter"" d’Ernie Slow","Bob Stenhouse, Nivki Dennis",,,,,,,
1987,The Mysterious Tadpole,Michael SPORN,USA,1986,08 min 57 s,,drawing on cels,,Colour,,"MICHAEL SPORN ANIMATION, INC.",,,Michael Sporn,Steven Kellogg,,,Michael Sporn,,Ernest Troost,Paul Gagne,Paul Gagne,The birthday gift to young Louis grows into... the Loch Ness monster.,Short Films,Neil Inness,Michael Sporn,Steven Kellog,Wolf Ferro,,,,,,,
1987,The Victor,"Philip AUSTIN, Derek HAYES",United Kingdom,1985,14 min,,"drawing on cels, live action",,Colour,,ANIMATION CITY LTD,,,"Philip Austin, Derek Hayes",Lin Jammet,,,"Gaston Marzio, Bill Hajee, Kevin Molloy, Anna Brockett, Gary McCarver",,Dirk Higgins,,Leslie Manning,Jimmy Mullen tries to desert from the army but finds himself in a violent nightmare. Is this an obsessive  punishment or a horrific military experiment?,Short Films,"Robert Llewellyn, David Tate, Shaun Curry",Denis Ryan,“Guinea Pig Soldier”,Terry Handley,,,,,,,
1987,"Toyota ""Dynasty""",Bob KURTZ,USA,1986,01 min,,"drawing on cels, live action",,Colour,,KURTZ AND FRIENDS,,,,Bob Kurtz,,,Bob Kurtz & Friends,,,,Sim Sadler,A commercial for a car: discovering it in the sales exhibition room and while driving it.,Short Films,Martin Sheen,,,,,,,,,,
1987,Traverses,Antoine LOPEZ,France,1985,05 min 45 s,,"drawing on paper (pencil), live action",,Colour,,AMORCE FILMS,,,George Bollon,"Joël Brisse, Régine Venessy, Patrick  Miramand, Isabelle Pio",,,"Joël Brisse, Régine Venessy, Patrick  Miramand, Antoine Lopez",,Jean-Bernard Emery,"Marc Perrin, François Waledisch","Antoine Lopez, Olivier Esmein","An old lady dozes in a train compartment. On the other side of the window appear a travelling circus, a man who is waiting, and an isolated house. Intimate memories which mingle with our contemporary History and great times spent at the cinema.",Short Films,"George Bollon, Salvatore Cardillo, Monika Prazak",Isabelle Pio,,Olivier Esmein,,,,,,,
1987,Two Children Threatened by a Nightingale,Joanna WOODWARD,United Kingdom,1986,03 min 25 s,,"drawing on cels, paint on paper, cut-outs",,Colour,,Joanna WOODWARD,,,Joanna Woodward,Joanna Woodward,,,Joanna Woodward,,Elaine Streeter,Elaine Streeter,,"Based on the painting by Max Ernst, the film has no narrative and is more like a dance based on the tensions that exist in a family.",Short Films,,,,Danny Boom,,,,,,,
1987,Un point c'est tout,Claude ROCHER,France,1986,08 min 20 s,,drawing on cels,,Colour,,LES FILMS DU SOLEIL,,,"Claude Rocher, Dominique Rocher",Claude Rocher,,,Claude Rocher,,Jean-Claude Deblais,Philippe Leclerc,Michel Violet,"Coming from the land of Descartes, an irrational tribute to Filippo Brunelleschi (1377-1446), the inventor of linear perspective.",Short Films,Jacques Pater,Claude Rocher,,"Jacques Hubinet, Claude Rocher",,,,,,,
1987,Vol van gratie,Nicole VAN GOETHEM,Belgium,1987,08 min,,drawing on cels,,Colour,,CINÉTÉ BVBA,,,Nicole Van Goethem,Nicole Van Goethem,,,"Piet de Rycker, Jan Sanctorum, Bruno Wouters",,Rudi Renson,"Luk Redig, Rudi Renson, Ronny Clauw",Chris Verbiest,"Two nuns discover ""real life facts""…",Short Films,,Nicole Van Goethem,,"Jacques Campens, Paul Leeman",,,,,,,
1987,Zaïsta nié vidali ?,Alexandre FEDOULOV,Russia,1986,02 min 41 s,,drawing on cels,,Colour,,GOSTELERADIO - ECRAN SOYOUZTELEFILM,,,S. Task,"I. Kovalev, E. Kosareva",,,"N. Bazeltseva, I. Mednik, Andrey Svislotsky",,Yuri Tchernavsky,N. Boiarsky,L. Gueorguieva,Two stupid hunters who are hunting a hare ask it to help them catch it.,Short Films,"A. Ptitsyn, A. Bozounov, A. Karapetyane, Yuri Pouzyrev",,,"Victor Milovanov, E. Gamane",,,,,,,
1987,Zebra Crossing Blues,Bruce KREBS,France,1986,06 min,,cut-outs,,Colour,,FILMS BRUCE KREBS,,,Bruce Krebs,Bruce Krebs,,,Bruce Krebs,,Mikko Fontaine,Bruce Krebs,Bruce Krebs,"In the night, under the street lamp lights, a prostitute: the routine and a trivial event experienced on the road and observed, at a distance from a window.",Short Films,"Yvonne Guillet, Claude Tirilly",Bruce Krebs,,Bruce Krebs,,,,,,,
1987,Down There,Sabina WYNN,Australia,1986,21 min 42 s,,drawing on paper (pencil),,Colour,,FILM AUSTRALIA,,,Sabina Wynn,Pamela Loftus,,,Lee Whitmore,,Luis Silva,,Denise Haslem,"Reproduction, preventive healthcare, contraception: an informative film about women's bodies.",,,Lee Whitmore,,Sally Bongers,,,,,,,
1987,Et vogue la galère !,Pierre BARLETTA,France,1987,12 min 24 s,,drawing on cels,,Colour,,,,,"Claude Cobast, Jean-François Solal",,,,"Josette Zagar, Michel Altermatt",,Mams,,François Sculier,"In order to get the drug he needs, Alain is ready to resort to all short-term measures: to sell his guitar, to steal his mother's ring... Between illusion and reality, Alain will have to face the ""beast"" which is eating away at him.",,,Pascal David,,Grafic Film,,,,,,,
